Gene1,Gene2,Label
Galnt14,Cntnap5c,WT_specific
Smg9,Map7d3,WT_specific
Syt11,Ap5z1,WT_specific
Pafah2,Fam160b2,AD_specific
Kcnd2,Aldh1l2,WT_specific
Pdgfra,Mlph,WT_specific
Tmem219,Gm52217,WT_specific
Zbtb21,Marf1,WT_specific
Gxylt2,Gm38699,AD_specific
Kansl1l,Cdkal1,Shared
Mcc,Atp1a2,Shared
Dzip1,Apex2,WT_specific
Kcng3,Akna,WT_specific
Lingo2,App,WT_specific
Zfp660,Ttbk1,AD_specific
Ociad1,Mplkip,WT_specific
Slc6a2,Lix1,AD_specific
Ggps1,Dennd6a,AD_specific
Slc10a2,Mxra7,AD_specific
Sh2d4b,Frmd3,AD_specific
Tmem106c,Slc35g1,AD_specific
Stau2,Ccdc15,Shared
Zfp408,Cand2,WT_specific
Zfp607a,Arhgap21,WT_specific
Prxl2c,Hip1,AD_specific
Osbpl10,Nsun6,AD_specific
Sh2d4b,Kcnd2,WT_specific
Ttll9,Camkmt,AD_specific
Zfp113,Phactr1,AD_specific
Cert1,Alox8,AD_specific
Ppp1r9a,Abhd6,AD_specific
Il11ra2,Dgkz,WT_specific
Gpr35,Colec12,WT_specific
Gm5934,Gm10488,Shared
Anxa9,1810020O05Rik,AD_specific
Zeb1,Mzt1,WT_specific
Ppm1h,3300002I08Rik,WT_specific
Zfp786,Rtbdn,WT_specific
Zbtb2,Usp48,AD_specific
Tmem63c,Armc9,AD_specific
Taok3,Tacr1,WT_specific
Gsap,Ces2b,Shared
Zfp457,Tmem220,WT_specific
Gpr174,Adra1a,WT_specific
Mbnl3,Jarid2,WT_specific
Fbxl17,Casc1,AD_specific
Slc31a2,Msl1,WT_specific
Slfn9,Rtp3,AD_specific
Tanc2,Pygo1,AD_specific
Zfp459,St3gal4,WT_specific
Osbpl10,Bace1,WT_specific
Nav2,Epb41l1,WT_specific
Crb1,Bfsp2,AD_specific
Sfpq,Gal3st3,WT_specific
Zkscan7,Abcb8,WT_specific
Zfp442,Crx,AD_specific
Cd3d,Caln1,WT_specific
Trappc9,Ppp1r9a,Shared
Strada,Dgkh,WT_specific
Gm9222,Egflam,Shared
Ppp1r14c,Pigl,Shared
Stau2,Ces2b,Shared
Cnnm2,Atf7ip,Shared
Olfr613,Hdac8,Shared
Msantd2,Ap4s1,Shared
Ptgfrn,LOC115489417,Shared
Rsph4a,Nhsl2,WT_specific
Gm40847,Gm17330,AD_specific
Hmgcll1,Cenpp,WT_specific
Xpo7,Kcnv1,AD_specific
Ctcf,Ank3,WT_specific
Olfr613,Fam81a,AD_specific
Marchf1,Lonrf2,Shared
Pate9,Nav3,AD_specific
Sirt5,Pde5a,WT_specific
Xpo4,Abca6,Shared
Zfp853,Lix1,AD_specific
Luc7l2,Alkbh5,WT_specific
Tuba1b,Glrx2,WT_specific
Fnip2,3300002I08Rik,AD_specific
Ubr5,Tyms,Shared
Kcnj15,Atf2,Shared
Foxn2,Cyp20a1,WT_specific
Tlr7,Brip1,AD_specific
Myo5a,Cenpc1,AD_specific
Stxbp4,Scoc,Shared
Prr5,Larp4b,AD_specific
Pik3r5,Def8,AD_specific
Wnt4,Csrnp3,AD_specific
Gm29776,Fgf10,Shared
Rbm28,Brip1,Shared
Pou2f1,Nhsl2,AD_specific
Gm9222,Cfap99,Shared
Trmt13,Ddo,WT_specific
Trat1,Gpt2,AD_specific
Ralyl,Pik3r5,AD_specific
Zc3h12b,Htr1d,AD_specific
Vldlr,Flywch1,AD_specific
St3gal1,Anks1b,WT_specific
Prdm2,5730409E04Rik,WT_specific
Vmn2r9,LOC118568715,AD_specific
Ms4a12,Ces2b,Shared
Xiap,LOC101055672,WT_specific
Gabrg1,Cyp3a13,WT_specific
Vmn1r139,Vmn1r125,WT_specific
Usp17la,Msantd2,AD_specific
Lhx5,Cd22,AD_specific
Soat2,Rab30,AD_specific
Mucl3,Fam81a,AD_specific
LOC118567386,Gm6600,Shared
Loxl2,Cybrd1,AD_specific
Zfp563,Zfp300,Shared
Nrf1,Bicral,WT_specific
Sfmbt2,Gphn,WT_specific
Mgat3,Dnm3,Shared
Marchf1,LOC118568593,Shared
Fmn2,Clrn1,WT_specific
Zic4,Cdh7,WT_specific
Sox5,Rgs22,AD_specific
Gpc6,Gabra6,WT_specific
Hecw1,Chchd3,WT_specific
Kif5b,Grk4,WT_specific
Srd5a3,Rnf111,AD_specific
Usp17la,Gm16867,Shared
Psg16,Klrg2,WT_specific
Zdhhc21,Hbb-bh2,WT_specific
Zscan2,Dhrs7b,AD_specific
Krr1,Glrx2,WT_specific
Relb,Fnip2,WT_specific
Wdr31,Trpc6,Shared
Exosc7,Ctcf,AD_specific
Steap2,Plxdc1,WT_specific
Pgr,Ldlrad1,WT_specific
Trmt13,Decr2,AD_specific
Wnt4,Ctdp1,AD_specific
Spag1,Otud7b,AD_specific
Zbtb37,Myoz3,WT_specific
Rint1,Prkn,WT_specific
Rufy3,Cdkl2,WT_specific
Prkag3,Pik3c2b,WT_specific
Tmod3,Sergef,WT_specific
Fmo1,Ak4,WT_specific
Rassf2,Prcd,WT_specific
Zbtb41,Baalc,AD_specific
Hps1,Aig1,WT_specific
Kirrel,Gm10015,Shared
Zfp771,Rpn2,Shared
Myo5a,2210016F16Rik,AD_specific
Zfp398,Cd209c,Shared
Zfyve9,Ddr1,WT_specific
Drg1,Dnm3,WT_specific
Slc18b1,Mef2c,Shared
Rere,Mndal,AD_specific
Stau2,Nhsl2,Shared
Klhl41,Ankrd44,WT_specific
D17H6S53E,Ankrd55,AD_specific
Tstd3,Ppp4r1,WT_specific
Tbc1d30,Ppcdc,AD_specific
Igsf10,Grk4,Shared
Emsy,Cd3eap,AD_specific
Armcx4,Ap4s1,AD_specific
Zfp950,Nmrk2,WT_specific
Tbc1d24,Pip4k2b,WT_specific
Zbtb25,Cand2,WT_specific
Maco1,Fam205a4,AD_specific
Zfp148,Zbtb20,WT_specific
St6galnac3,3300002I08Rik,WT_specific
Klhl33,Baalc,WT_specific
Ttbk1,Prpf18,WT_specific
Hip1,Dnm3,WT_specific
Zfyve28,Ttc28,AD_specific
Vmn1r91,Vmn1r148,AD_specific
Zeb1,Ccdc136,WT_specific
Spock2,Kcnj15,AD_specific
Mpv17,Akap9,AD_specific
Gm4841,Abcb8,WT_specific
Pafah2,Nhsl1,WT_specific
Zbtb1,Gm52229,WT_specific
Cpox,Cers4,WT_specific
Optn,Ccdc125,WT_specific
Ppp2r2b,Eif1,WT_specific
Prr14,Chst3,WT_specific
Pigr,Drg1,AD_specific
Slitrk4,Rgs20,WT_specific
Zic4,Grid1,WT_specific
Kynu,Csf2rb2,WT_specific
Zfp382,Crot,WT_specific
Stxbp4,2210408I21Rik,Shared
Cyp4x1,Cntn1,AD_specific
Gle1,Cd55,WT_specific
Gm38702,Ftsj1,WT_specific
Klf12,Il17ra,WT_specific
Pdik1l,Kif15,AD_specific
Nol3,Chd9,WT_specific
Nars2,Actn4,WT_specific
Tigar,Gm9046,AD_specific
Lrp1b,Kcnn2,WT_specific
Fam83b,Dvl3,AD_specific
Gm52800,Adi1,AD_specific
Spc24,Csf3r,AD_specific
Nfia,Nav2,WT_specific
Lmbr1,Khdrbs2,WT_specific
Foxred2,Clasp1,AD_specific
Slc38a11,Ppfibp2,AD_specific
Elp1,Csnk2a1,WT_specific
Shroom4,5730409E04Rik,WT_specific
Snupn,Birc5,AD_specific
Tmppe,Kcnj6,AD_specific
Prdm2,App,AD_specific
Zfp385b,Thra,Shared
Dcun1d5,Ccdc15,Shared
Vps35l,Syn3,WT_specific
Hps1,Hfe,Shared
Rorb,Mkln1,WT_specific
Stxbp6,Alox8,AD_specific
LOC118568281,Gm8290,Shared
Frem2,Cdc123,Shared
Pou2f2,Ncam1,WT_specific
Mrpl14,Dido1,WT_specific
Ly6g5b,Lpl,WT_specific
Ppp2r2b,Cast,WT_specific
Kcnd2,Cdc123,AD_specific
Gm38510,Ftsj1,WT_specific
Nkain3,Mgl2,AD_specific
Slc1a2,Gm5820,WT_specific
LOC115489981,Hmgcll1,WT_specific
LOC115488470,Etnk1,WT_specific
Tmed2,Apold1,WT_specific
Hcrtr1,Gm16867,WT_specific
Slc35a1,Nwd2,WT_specific
Gm31606,Chrm1,AD_specific
Serpinb1c,Atrn,AD_specific
Zfp617,Fbxl17,AD_specific
Tafa1,Poglut3,AD_specific
Gm41607,Gm17768,Shared
Mettl6,Hdac4,AD_specific
Runx2,LOC118567439,AD_specific
Nckap5,Fnip2,Shared
Washc4,Kcnd2,AD_specific
Zfp668,Zfp646,WT_specific
Txnl4a,Commd1,WT_specific
Selenoi,Ndst1,AD_specific
Polr3h,Ociad2,AD_specific
Rab2a,Gjc3,AD_specific
Vps37a,Lpp,WT_specific
Maml2,Kcnj10,WT_specific
Trim9,Mef2c,Shared
Rora,Lingo2,Shared
Tlr7,Hmgcll1,Shared
Nr2e1,Cacng4,AD_specific
Coq8b,Asap2,WT_specific
Syt10,Mndal,AD_specific
Lmbrd1,Cox18,AD_specific
Nwd2,Aptx,AD_specific
Ifnar1,Chst3,WT_specific
Kcnj10,Fgf13,Shared
Zbtb21,Nlrp4a,WT_specific
Tab2,Senp7,Shared
Ermard,2210408I21Rik,AD_specific
Slc9b2,Cwf19l2,WT_specific
Zfp148,Hoxc9,WT_specific
Tasor,Camkmt,WT_specific
Ppp2r2b,Gabra6,Shared
Me3,Cwf19l2,Shared
Lrrc7,Asap2,Shared
Ptprd,Lrrc4c,WT_specific
Zfp202,Rpl8,AD_specific
Zfp407,Ncan,AD_specific
Poli,Brd4,WT_specific
Osbpl6,Itpripl1,WT_specific
Thra,Maml2,Shared
St3gal5,Npas3,WT_specific
St3gal2,Gab1,AD_specific
Tmem220,Sytl5,WT_specific
Mpv17l,LOC118567336,WT_specific
Kif5b,Il12rb1,WT_specific
Hspa12a,Hnrnpd,WT_specific
Npas4,Nedd4l,WT_specific
Zfp950,Gjc3,WT_specific
St8sia4,Pcnx4,Shared
Pon2,Agk,WT_specific
Nyap2,Lingo2,WT_specific
Map3k3,Gm9222,AD_specific
Nvl,Abhd6,AD_specific
Gm40595,Gm33887,AD_specific
Opcml,Nop56,Shared
Zeb1,Ank3,AD_specific
Wdfy1,Apmap,WT_specific
Gm3667,Gm2956,Shared
Erbb4,Cacna1d,AD_specific
Fars2,Dtx3l,AD_specific
Rapgef4,Csf2ra,WT_specific
Nrf1,Armc9,WT_specific
Negr1,Gpr82,AD_specific
Sytl4,3300002I08Rik,WT_specific
Rabepk,Dok4,AD_specific
Ttc28,Ppm1h,Shared
Mtus1,Atxn1,WT_specific
Tprgl,Nfyc,AD_specific
Golm2,Armc7,Shared
Lrrc4c,2210408I21Rik,Shared
Kcnn2,Ebf1,WT_specific
Sptbn1,Atl2,WT_specific
Zfp553,Pde10a,WT_specific
Tc2n,Folh1,WT_specific
Zfp563,Gm10015,WT_specific
Zdhhc9,Hdac7,WT_specific
Wnt4,Mindy2,WT_specific
Prrt4,Gm4841,WT_specific
Homer1,E2f1,WT_specific
Iqcb1,Gpi1,WT_specific
Scn2b,Acap2,WT_specific
Xpnpep3,Arhgef12,WT_specific
Gm3317,Gm10408,WT_specific
Tshz3,Polm,AD_specific
Poglut3,Mga,AD_specific
Zfp300,Stxbp4,Shared
Sys1,Slc12a9,Shared
Ldhd,Cep290,Shared
Zfp995,Phka2,WT_specific
Foxg1,Fcamr,WT_specific
Mdga2,Draxin,AD_specific
Mthfsd,LOC100038995,AD_specific
Hmmr,Atpsckmt,Shared
Ngf,C7,WT_specific
Nhsl1,Inhba,WT_specific
Kcnj10,Ccnl1,WT_specific
Spopl,Nckap5,Shared
Tprkb,Mcm6,WT_specific
Csmd3,Chn2,WT_specific
Trim9,Hsp90ab1,WT_specific
Plscr3,Fam172a,AD_specific
Zbtb21,Nav2,Shared
Naaladl1,Fam76b,AD_specific
Lrp1b,Fcamr,WT_specific
Slc3a2,Slc38a11,Shared
Npas3,Mrpl4,AD_specific
Atf7ip,4931406B18Rik,AD_specific
Supt7l,Hip1,AD_specific
Pi15,Chst3,WT_specific
Plcb1,Marchf1,Shared
Nf2,Gpr174,AD_specific
Zfp972,LOC118568783,WT_specific
Phactr1,Myef2,WT_specific
Slc3a2,Acbd6,WT_specific
Stag2,E2f5,WT_specific
Slc25a42,Gm4791,AD_specific
Gabpb2,Dph5,AD_specific
Grk4,Cldn34c2,AD_specific
Olfr1393,Hint3,Shared
Tafa5,Dym,WT_specific
Htr1d,Gm12569,WT_specific
Arhgef37,Akr1d1,WT_specific
Trim14,Cntnap5b,WT_specific
Tmco1,Kif27,WT_specific
Ppp2r3d,Asap2,WT_specific
Trio,Rex2,WT_specific
Zbtb21,Tcf7l2,WT_specific
Ldhd,Dtx3l,AD_specific
H2-DMa,C5ar2,AD_specific
Wnt4,Nfat5,AD_specific
Psma3,Paox,WT_specific
Snapc3,Adi1,AD_specific
Zc3h12b,Slc35f1,AD_specific
Wdfy3,Tprgl,AD_specific
Kif15,Cep295,AD_specific
Irgq,Bicra,Shared
Pcdh15,Fam163a,WT_specific
Mmd2,Gm39002,WT_specific
Ppp6r1,Kcnd2,AD_specific
Rnf126,4933428G20Rik,WT_specific
Crip3,Acad9,Shared
Stag1,Ntrk3,AD_specific
LOC118568645,Gmfb,Shared
Slc38a11,Arl15,AD_specific
Hagh,Clec16a,WT_specific
Hdx,Gm32234,AD_specific
Npas3,Gmnn,Shared
Tor4a,Tcf7l1,WT_specific
Fam155a,E2f8,WT_specific
Smg6,Gm21119,WT_specific
Rpusd1,Rint1,AD_specific
Decr2,Ankdd1a,WT_specific
Zeb1,Csnk2a1,AD_specific
Hyal3,Gm17149,WT_specific
Serpina11,Katnal2,AD_specific
Lrrc7,Cox18,AD_specific
Srrm3,Phf24,AD_specific
Stard6,Akap6,WT_specific
Tmem241,Sppl2a,WT_specific
LOC118568152,LOC118568032,AD_specific
Katnal2,Cdyl2,WT_specific
St8sia1,Sox6,Shared
Kdm7a,9930021J03Rik,WT_specific
Ddx55,Cyb5d2,WT_specific
Tnfrsf14,Fbxl17,Shared
Tfg,Robo2,WT_specific
Kcnd2,Hmgcll1,Shared
Nhsl2,Crppa,Shared
Rnf150,Knl1,WT_specific
Ogdh,Gmeb1,WT_specific
Slc31a2,Kcnj10,WT_specific
Pigk,BC034090,WT_specific
Syt14,Otog,WT_specific
Kcna2,Cntnap5c,WT_specific
Zfp536,Arih2,AD_specific
Zyg11b,Sfi1,AD_specific
Zbtb8os,Gas2l3,WT_specific
Hspa12a,Gm17768,WT_specific
Triobp,Csrnp3,AD_specific
Senp7,Med16,WT_specific
Tmem19,Jmjd1c,WT_specific
Mrpl39,Gm33869,WT_specific
Galr2,Csf2ra,WT_specific
Rad51b,Gm10130,Shared
Zdhhc21,Synj2bp,WT_specific
Dixdc1,Csnk2b,AD_specific
Gjc3,Cdkl1,WT_specific
Gm31255,Cdadc1,WT_specific
Zfp277,Mettl6,WT_specific
Zfp583,Jmjd1c,AD_specific
E2f3,Crppa,Shared
Gxylt2,Gpc4,WT_specific
Rusc2,Lrrc61,AD_specific
Cd55,Cbl,WT_specific
Sun3,Ccl7,WT_specific
Il5ra,Hint3,AD_specific
LOC118567992,Gm52229,AD_specific
H2-D1,Gm4297,WT_specific
Urb2,Med27,WT_specific
Mcc,Klhl33,Shared
Vti1a,Nrros,WT_specific
Zkscan2,Arhgef37,WT_specific
Sh3bp5,N6amt1,AD_specific
LOC115488470,Gm38702,WT_specific
Rbm26,Med1,WT_specific
Cd274,Bcl2l1,WT_specific
Slc35a1,Slc18b1,WT_specific
Fam124a,4930453N24Rik,WT_specific
Def8,Cntnap5c,AD_specific
Eef2k,Chrnd,WT_specific
LOC115489417,Gm52229,Shared
Gm21083,Gm17019,Shared
Taf15,Olfr1469,WT_specific
Mthfsl,Gm3173,AD_specific
Zkscan2,Tex16,WT_specific
Tlcd5,Elmo1,WT_specific
Mysm1,Hecw1,WT_specific
Rasd2,Lhx5,Shared
Ect2l,Abcc10,Shared
Lonrf2,Lhx5,AD_specific
Hexdc,Cyp4x1,WT_specific
LOC115488470,Dusp18,WT_specific
Srrm3,Pdik1l,AD_specific
Uros,Inpp1,AD_specific
Tcl1b4,Tcl1b2,Shared
Tmem252,Dvl3,AD_specific
Trim9,Oxsr1,AD_specific
Rab6b,Cyp20a1,WT_specific
Lzts3,Kif26b,Shared
Zic4,Akap6,WT_specific
Wdr66,Rab11fip4,WT_specific
Nfat5,Adcy6,WT_specific
LOC108167553,Gmeb2,Shared
Khsrp,Cyp4f17,WT_specific
Ankrd55,Adgrl3,WT_specific
Dhdh,Cfap65,WT_specific
Csf3r,Bicral,WT_specific
Syne1,Gm21119,Shared
Zfp457,Gm12185,AD_specific
Rab2a,Ctbp2,AD_specific
Shank2,Gm30990,WT_specific
Paox,Dido1,WT_specific
Grip1,BC028528,WT_specific
Rgs6,Ank1,WT_specific
Gpr174,Anxa9,AD_specific
Tlr7,Jak2,WT_specific
Slc10a7,Gm17768,Shared
Megf11,Aktip,WT_specific
Tcf7l2,1110032A03Rik,WT_specific
Ttf1,Marchf5,AD_specific
Phf14,Gpr174,AD_specific
Kansl1l,Epha6,Shared
Zfyve9,Mertk,WT_specific
Sorcs2,Gsap,WT_specific
Tlr7,Cdh19,Shared
Mup12,Fam227a,WT_specific
Jmjd1c,A130010J15Rik,WT_specific
Mgat3,Hsph1,AD_specific
Tmem19,Psma3,Shared
Trim5,Bpifb9a,WT_specific
Rhbdd2,Adamts2,Shared
Ptprt,Asah1,WT_specific
Uhrf1bp1l,Samd8,WT_specific
Nvl,Gm41607,Shared
Ssbp2,Cd84,Shared
Zbtb21,Mindy3,Shared
Gm20760,Cdv3,Shared
Gm8005,Gm7980,Shared
Synj2bp,Dnajb14,WT_specific
Usp17la,Adprhl1,Shared
Lrrc4c,Cwf19l2,Shared
Slc35a1,Ms4a6c,WT_specific
Zfp558,Ipp,Shared
Szt2,Lingo2,WT_specific
Nav2,Gm15104,WT_specific
Pirt,Ankrd33b,WT_specific
Synj2bp,Cdh16,WT_specific
Rabgap1l,Ptprn2,AD_specific
Kcnq5,Casc1,Shared
Lhx5,Gxylt2,Shared
Syt11,St6galnac3,WT_specific
Uros,Lrrc58,WT_specific
Nlrp1b,Alpk1,WT_specific
Tsg101,Foxj3,AD_specific
Slc7a2,Sass6,WT_specific
Slx1b,Cxcr2,AD_specific
Rtbdn,Bicral,WT_specific
Myl4,Mau2,WT_specific
Prelid3a,Bnc2,WT_specific
Rfx3,Fam81a,AD_specific
Tmem63c,Tbc1d13,WT_specific
Zfp786,Idnk,WT_specific
Zbtb44,Dmtf1,Shared
Dcun1d5,Ces2f,WT_specific
Pde11a,Kcnj9,WT_specific
Slc1a2,Gm29975,WT_specific
Lmbr1,Cd274,Shared
Tedc1,Efr3b,WT_specific
Trdmt1,Dcaf17,Shared
Zcchc4,Crebl2,AD_specific
LOC118567871,Gm9046,AD_specific
Mrpl43,Larp4b,WT_specific
Rufy3,Insyn2a,WT_specific
Myo5a,Gimd1,AD_specific
Gm33989,Dynlt1a,Shared
Ppm1h,CN725425,Shared
Golm2,Catspere2,AD_specific
Wdr34,Hagh,WT_specific
Zfp202,Tprgl,AD_specific
Spc24,Rint1,AD_specific
Pigr,Amer1,AD_specific
Lrrc69,Gabrg1,WT_specific
Olfr976,Abhd12b,WT_specific
Ppm1k,2210408I21Rik,AD_specific
Serac1,Miga1,WT_specific
Slc25a12,Rfx3,WT_specific
Cdkl2,Ankle1,WT_specific
Mettl17,Ankrd7,AD_specific
Slitrk4,Gnl2,WT_specific
Fyn,Cd40lg,WT_specific
Xkr8,Ssh2,AD_specific
Dnmbp,Ascc1,AD_specific
Tpgs2,Eif2s3y,AD_specific
Sv2c,Siah1a,WT_specific
Zscan20,Pibf1,AD_specific
Rbm12b2,Colec12,AD_specific
Zfp583,Lcmt2,AD_specific
Mef2c,LOC118567336,AD_specific
Tnp2,Tmem106c,AD_specific
Rgs20,Gpr174,Shared
Nars2,Ccdc3,AD_specific
Gm536,Gm12854,AD_specific
Zfyve9,Dvl3,AD_specific
Zfp316,Mta3,WT_specific
Zfp217,Uqcc1,Shared
Lztr1,Abl1,WT_specific
Tenm3,Il2ra,WT_specific
Xrcc3,Tnks2,Shared
Tfeb,Rpl37a,Shared
LOC118567485,LOC115489417,AD_specific
Rbm4b,Klhl41,AD_specific
Aebp2,Adh4,WT_specific
Zbtb1,Gmpr2,WT_specific
Gm21154,Gm17079,WT_specific
Vmn1r65,Dcun1d1,AD_specific
Dlg2,Adgrl3,AD_specific
Gria3,Gm52217,AD_specific
Upb1,Btbd16,WT_specific
Ncapd2,4931406B18Rik,WT_specific
Gm52310,Alox8,WT_specific
Thada,Gm2115,AD_specific
Mup-ps16,Mup-ps12,WT_specific
Ttyh1,Sirt5,AD_specific
Tor4a,Dcaf17,AD_specific
Ybey,Adam28,WT_specific
Rai1,Lrrc7,AD_specific
Rfx4,Msantd2,AD_specific
Prr14,Lrrc58,WT_specific
Gab1,Fam47e,AD_specific
Gm8032,Gm8005,AD_specific
Spc24,Gnb4,AD_specific
Mef2c,Gjc3,AD_specific
Gm3317,Gm3005,AD_specific
Ms4a6c,H2-Q4,WT_specific
Otud7b,Mkln1,Shared
Fam172a,Agbl3,AD_specific
Nlrc3,Leo1,WT_specific
Fam155a,C5ar2,WT_specific
Rasgrp2,Olfr224,AD_specific
Ngf,Elavl3,WT_specific
Ptprn2,4931428F04Rik,WT_specific
Neu3,N4bp1,AD_specific
Zfp57,Fam169a,AD_specific
Homez,Bnip5,AD_specific
Zfp521,Piga,WT_specific
Ptbp1,Kirrel3,Shared
Zbtb16,Med27,WT_specific
Zfp462,Aptx,WT_specific
Rbm28,Ppp4r1,Shared
Gpr174,Atrn,WT_specific
Prep,Gm46650,WT_specific
LOC118568345,LOC118568304,WT_specific
Mprip,Klhl41,AD_specific
Slc25a42,Gmfb,AD_specific
Plag1,Mef2c,WT_specific
Lzts3,Galnt13,WT_specific
Xrn1,4930519L02Rik,AD_specific
Slc35a1,Gm7697,WT_specific
Kcnh7,Ces2b,Shared
LOC630077,Gas2l3,WT_specific
Fars2,D17H6S53E,AD_specific
Ppm1h,Ccdc82,AD_specific
Zfp583,Eif2ak2,Shared
Timeless,Kremen1,WT_specific
Gstp-ps,Gsdme,WT_specific
Mylk4,Mgat3,Shared
Clasp1,Chrnb3,AD_specific
Slc17a8,Jchain,WT_specific
Ak4,Abhd6,WT_specific
Zswim5,St8sia1,Shared
Zfp433,Xpo4,Shared
Tbx5,Cxxc4,WT_specific
Dok4,Abcd4,WT_specific
Tab2,Pag1,WT_specific
Slc35e1,Rnf214,Shared
Tapbpl,Churc1,WT_specific
Ece1,Casc1,WT_specific
St7l,Atg4c,WT_specific
Wdcp,Cenpi,WT_specific
Pcmt1,Chka,WT_specific
Snapc3,Abl1,AD_specific
Duxbl1,Aktip,WT_specific
Gm4275,Ddr1,AD_specific
LOC100504180,Gm4981,WT_specific
Tnfrsf14,Taok3,WT_specific
Poglut3,Acnat2,WT_specific
Myo10,Ccdc167,AD_specific
Zfp53,Psg23,AD_specific
Senp7,3300002I08Rik,AD_specific
Tmsb4x,Cep57l1,WT_specific
Psma3,Cybrd1,AD_specific
Rtbdn,Gm9222,AD_specific
Brip1,Acadm,WT_specific
Spc24,Slc38a11,Shared
Serpinb9f,Fgf14,AD_specific
Zfp248,Zbtb20,WT_specific
Gm8764,Gm4307,AD_specific
Fmn2,Dyrk1b,AD_specific
Rab2a,Mkln1,AD_specific
Mef2c,Ccser1,AD_specific
Wnt4,Iws1,WT_specific
LOC115488470,Ikbip,AD_specific
LOC118568348,Il1f9,AD_specific
Wwox,Camkmt,AD_specific
St8sia1,Gm41607,WT_specific
Reps2,Csmd1,WT_specific
Mest,Camkmt,AD_specific
Klhl33,Ctcfl,WT_specific
Zic1,Clasp1,Shared
LOC115488470,Armc9,AD_specific
Synrg,Armc7,WT_specific
Gm3488,4930555G01Rik,Shared
Pigr,Lamc3,Shared
Igf1r,Drd4,WT_specific
Ssh2,Shank3,WT_specific
Pik3c2b,Jmjd1c,WT_specific
Rasd2,Lzts3,Shared
Phf24,Dcaf1,Shared
Ptprz1,Pdxk,WT_specific
Nfkb2,Baalc,WT_specific
Hspa4l,Gm41607,WT_specific
Mgat3,Galnt13,WT_specific
Ywhag,Idnk,WT_specific
Snrnp35,Castor2,WT_specific
Fyco1,Ccdc148,WT_specific
Stxbp4,Gm31606,Shared
Ndufaf7,Gpatch2l,WT_specific
Spc24,Nip7,AD_specific
Stxbp4,Ncbp3,WT_specific
Tspan31,Ank2,AD_specific
Usp3,Parp2,AD_specific
Prr5,Clcn3,WT_specific
Nrp2,Fyn,AD_specific
Lrrc69,Fnip2,Shared
LOC102638047,Gpr174,Shared
Tuba1b,Lrrc7,AD_specific
Zfp65,Syne1,Shared
Thnsl1,Abcc10,Shared
Nsl1,Csf2ra,AD_specific
Cradd,Apol6,AD_specific
Vipr2,Adamts14,WT_specific
Zfp488,Chchd3,Shared
Pwwp2a,Nhsl1,WT_specific
St8sia1,Gimap8,AD_specific
Pdk4,Kansl1l,WT_specific
Ak4,Acad9,WT_specific
Zscan2,Nr6a1,WT_specific
Slc12a9,Kirrel3,WT_specific
Tmem8b,Sema6d,AD_specific
Gm4841,Ctsc,WT_specific
Marchf1,Cdh19,Shared
Samd4,Dnm3,WT_specific
St3gal6,Sox6,WT_specific
Gpr107,Chst3,WT_specific
St8sia4,Fuca1,WT_specific
Ttc26,Dzip1,WT_specific
Tenm3,E2f1,WT_specific
Xrcc6,Gm46650,WT_specific
Tmem8b,Rchy1,WT_specific
Meis2,Hmbox1,WT_specific
Zic4,Atxn7l1,WT_specific
Slc9b2,Cyp3a13,WT_specific
Cacna1e,Atp1a2,AD_specific
Synj1,L3mbtl1,AD_specific
Unc5d,Tenm2,WT_specific
Szrd1,Syt11,AD_specific
Gm2897,Ceacam3,WT_specific
Cyp3a44,Cck,Shared
Mettl2,Dmtn,AD_specific
Irak1,B4galt7,AD_specific
Lrrtm1,Hnrnpd,AD_specific
Gucy1b1,Dhcr24,AD_specific
Tenm3,Dffb,WT_specific
Zc3h12b,Ranbp17,WT_specific
Rngtt,Cntnap2,WT_specific
Prr14,Obi1,WT_specific
Zfp202,Dzip1,Shared
Zfp202,Tmem231,AD_specific
Utp11,Pdcd4,WT_specific
Synj2bp,Ptprn2,AD_specific
Tent5c,Chn2,WT_specific
Nipal2,Nat8f6,AD_specific
Gnl3l,Cenpq,WT_specific
Stxbp6,Obi1,WT_specific
Smyd3,Slfn5,AD_specific
Ddo,Cyria,Shared
Gm8909,Gm10499,AD_specific
Hexdc,Cdk7,AD_specific
Sh2d4b,Pygo1,WT_specific
Pld5,Ak4,WT_specific
Tmem19,Strbp,Shared
LOC115488671,Camk4,WT_specific
Tut4,Tcf7l1,AD_specific
Mga,C5ar2,WT_specific
Gm21319,Aipl1,WT_specific
Tmem69,Mlph,WT_specific
Ifnar1,Dennd6a,AD_specific
Ppp1r14c,Atxn2l,WT_specific
Nacc2,Ifi209,WT_specific
Steap2,Ccl28,WT_specific
Nbea,Kcnh7,Shared
Npas3,LOC118568645,AD_specific
Grin3a,Dnm3,Shared
Hoxd11,Ccr4,WT_specific
Gm8068,Gm7970,Shared
Vps50,Foxn2,WT_specific
Mill2,Adprhl1,AD_specific
Uevld,Celf2,AD_specific
Naaladl1,Fars2,AD_specific
Slc12a9,Pttg1ip,WT_specific
Nr2f2,Frem2,WT_specific
Zfp442,Frem2,WT_specific
Zbtb45,Rimklb,AD_specific
Gm9257,Gm38702,AD_specific
Mcmdc2,Anxa9,AD_specific
Zc3h12b,Mfsd4a,Shared
Map9,Hspb7,AD_specific
Neto1,Cpox,WT_specific
