Gene1,Gene2,In_OWT,In_AD,read count_WT,read count_AD,Label
Kcnq2,Ehf,1,0,2,0,WT_specific
Stard6,Fhl1,1,1,2,0,WT_specific
Ttc28,2210408I21Rik,1,1,0,3,AD_specific
Wdr41,Loxhd1,1,0,3,0,WT_specific
Tmem63c,Crim1,1,0,1,0,WT_specific
Snapc3,Ipp,1,1,32,29,Shared
Gramd1b,Dcun1d5,1,1,28,0,WT_specific
Tmem245,Nhsl1,1,1,9,12,Shared
Stoml3,Mest,1,1,20,21,Shared
Ebf1,E2f7,1,0,1,0,WT_specific
Epha5,Dmtn,1,1,0,1,AD_specific
Tmem106c,Dtx3,1,1,0,3,AD_specific
Stim1,Foxp1,1,1,0,2,AD_specific
Slc25a12,Ece1,1,1,1,0,WT_specific
Zbtb16,Etv1,1,1,1,0,WT_specific
Thra,Cdh7,1,1,2,3,Shared
Sox6,Anxa9,1,1,6,0,WT_specific
Trim44,Igsf9,1,0,1,0,WT_specific
Pdcd4,Otud7a,1,1,4,0,WT_specific
Ldhd,Abcc10,1,1,0,2,AD_specific
Ptbp1,Kirrel3,1,1,6,1,Shared
Lmbrd1,Ctcfl,1,1,1,5,Shared
Vmn1r58,Gm10015,1,1,3,0,WT_specific
Xrn1,Dhx37,1,1,1,0,WT_specific
Utp25,Nkrf,1,1,1,0,WT_specific
Zscan2,Nsun7,1,0,2,0,WT_specific
Ubap1,Emsy,1,1,1,0,WT_specific
Tctn2,Lrrc8d,1,0,14,0,WT_specific
Rai1,Cmah,1,1,0,4,AD_specific
Zfp65,Mplkip,1,1,0,5,AD_specific
Ttll9,Adgrl3,1,1,0,2,AD_specific
Trio,Cyp4a31,1,1,1,0,WT_specific
Tmem82,Bloc1s2,1,1,0,1,AD_specific
Tshz3,Fam124a,1,1,2,7,Shared
Sertad3,Gxylt2,0,1,0,1,AD_specific
Klhl5,Ccdc50,1,0,1,0,WT_specific
Rabgap1l,Acox2,1,0,1,0,WT_specific
Xiap,Rexo5,1,1,0,21,AD_specific
Zfp935,Fam171a1,1,0,2,0,WT_specific
Prnp,LOC118568783,1,1,87,99,Shared
Zfp952,Celf2,1,1,1,0,WT_specific
Sall3,Dtx4,1,0,1,0,WT_specific
Ints13,Ankle1,1,1,1,0,WT_specific
Zfp462,Fbxl17,1,1,11,0,WT_specific
St8sia1,Nrf1,1,1,1,0,WT_specific
Rngtt,Cab39,1,1,0,6,AD_specific
Suds3,Hoxc9,1,1,8,0,WT_specific
Zfp488,Cyp3a13,1,1,328,505,Shared
Mest,Gmfb,1,1,5,26,Shared
Ncapd2,Cyrib,1,1,0,1,AD_specific
Timmdc1,Ctcfl,1,1,1,0,WT_specific
Syt11,Slc38a11,1,1,4,0,WT_specific
Strn,Catspere1,1,1,1,0,WT_specific
Rab2a,Cyrib,1,1,1,0,WT_specific
Nras,Mdm2,1,0,1,0,WT_specific
Intu,Fnip2,1,1,22,55,Shared
Zranb3,Phactr4,1,1,1,0,WT_specific
Tafa5,Plppr4,1,1,1,0,WT_specific
E430018J23Rik,2210408I21Rik,1,1,1,0,WT_specific
Sumf2,Gfap,1,1,0,2,AD_specific
Zfp697,Btbd9,1,1,21,0,WT_specific
Rhbdd1,Brip1,1,1,1,0,WT_specific
Tdgf1,Slc10a7,1,1,1,0,WT_specific
Slc9b2,Khdrbs2,1,1,18,36,Shared
Neto1,Apex2,1,1,21,24,Shared
Ntrk2,Mybpc2,1,0,3,0,WT_specific
Mertk,Aig1,1,1,1,7,Shared
Rapgef3,Cdk5rap2,1,0,1,0,WT_specific
Khdrbs2,Gm5108,1,1,0,4,AD_specific
Smarcad1,Ncan,1,1,0,1,AD_specific
Dus3l,Adck2,1,0,1,0,WT_specific
Armc9,Arhgap28,1,1,1,0,WT_specific
Luc7l2,Ccl9,1,1,0,7,AD_specific
Osbpl6,Cd33,1,1,3,1,Shared
Fnip2,4930430F08Rik,1,1,0,6,AD_specific
Epha10,Clns1a,1,1,1,0,WT_specific
Mylk4,Hsph1,1,1,2,2,Shared
Mfsd4a,Kif5b,1,1,2,2,Shared
St8sia4,Ak4,1,1,0,19,AD_specific
Zfp704,Sirt5,1,1,0,12,AD_specific
Pak6,Cntnap5c,1,1,1,0,WT_specific
Cyp3a13,Coq8b,1,1,8,0,WT_specific
Klhl31,Cadm1,1,0,1,0,WT_specific
Olfr367-ps,Kcnh7,1,0,1,0,WT_specific
Zfp407,Tbck,1,1,0,1,AD_specific
Tmem245,Ncf1,1,1,1,0,WT_specific
Ppm1h,Ccdc60,1,1,6,5,Shared
Rexo5,Hspb11,1,1,38,80,Shared
Chek2,Cep295,1,1,0,4,AD_specific
Tmem245,Cryzl2,1,1,4,0,WT_specific
Slc3a2,P2ry4,1,1,1,0,WT_specific
Pcnx4,Eif2ak2,1,1,15,16,Shared
Tmem106c,Psme2b,1,1,1,2,Shared
Parp6,LOC115488470,1,1,105,1,Shared
Tmem69,Gm33989,1,1,2,0,WT_specific
Trim36,Slc12a9,1,1,1,0,WT_specific
St6galnac3,Sox5,1,1,191,172,Shared
Lrrc69,Cep290,1,1,1,0,WT_specific
Fam169b,Cetn3,1,1,12,0,WT_specific
Ralyl,Nckap5,1,1,1,0,WT_specific
Magt1,Atp1a2,1,1,1,0,WT_specific
Zdhhc3,Ppp4r1,1,1,1,0,WT_specific
Slc3a2,2610044O15Rik8,0,1,0,1,AD_specific
Pygo1,Cd274,1,1,5,2,Shared
Ifnar1,Camkmt,1,1,1,1,Shared
Tmem74b,Lhx5,1,1,0,6,AD_specific
Tmem63c,Morn2,1,1,1,0,WT_specific
Xrcc6,Gm52429,1,1,3,0,WT_specific
Nav2,1700029J07Rik,1,0,1,0,WT_specific
Nr4a2,Ece1,1,0,1,0,WT_specific
LOC102638047,D430041D05Rik,1,1,0,1,AD_specific
Nepro,Mfsd4a,1,1,0,1,AD_specific
Usp4,Dscaml1,0,1,0,5,AD_specific
Zfp939,Lonrf2,1,1,7,12,Shared
Ogdh,Ctsl,0,1,0,1,AD_specific
Ppargc1b,Nckap5,1,0,2,0,WT_specific
Slc17a8,Pag1,1,1,0,4,AD_specific
Kcnip4,Cer1,1,1,1,0,WT_specific
LOC118567992,5730507C01Rik,1,1,4,1,Shared
Zfp846,Slc35e1,1,1,0,1,AD_specific
Ttc26,Grk4,1,1,1,0,WT_specific
Pms2,Nav2,1,0,1,0,WT_specific
Nos1,Deptor,0,1,0,1,AD_specific
Tmem19,Mettl2,1,1,6,7,Shared
Synrg,Glod4,1,1,1,0,WT_specific
Parp2,Dido1,1,1,0,4,AD_specific
Dennd6a,Catsper2,1,1,1,0,WT_specific
Btnl10,Atxn7,1,0,1,0,WT_specific
Dip2b,Chd9,1,1,1,0,WT_specific
Tfap2d,Hivep2,1,1,9,0,WT_specific
Zfyve28,Sytl5,1,1,1,0,WT_specific
Hoxc9,Fgf13,1,1,3,2,Shared
Trmt13,Stag2,1,1,0,1,AD_specific
Ppm1h,Dcun1d5,1,1,0,4,AD_specific
Nrp2,Gid4,1,1,0,1,AD_specific
Gm16867,Cep295,1,1,0,1,AD_specific
Zfp169,Nipal4,1,0,1,0,WT_specific
Plscr3,Adal,1,1,155,240,Shared
Zfp433,Galc,1,1,3,6,Shared
Spopl,Gm6710,1,1,8,0,WT_specific
Slc25a42,Galnt13,1,1,1,0,WT_specific
Ulk2,Brd9,1,0,1,0,WT_specific
Tbc1d23,Pwwp2a,1,1,0,7,AD_specific
Zfp771,Zdhhc8,1,1,0,1,AD_specific
Fyn,Adat1,1,1,21,0,WT_specific
Tlr7,Kcnh7,1,1,37,33,Shared
Zbtb16,Wdr26,1,1,3,0,WT_specific
Tbc1d9b,Slc22a15,1,1,1,0,WT_specific
Fgf9,Dip2b,1,1,1,0,WT_specific
Btbd35f7,Btbd35f1,1,0,1,0,WT_specific
Ogdh,Lrrc69,1,1,1,0,WT_specific
Zfp689,Dvl3,1,1,2,0,WT_specific
Wdr20,Thumpd2,1,1,3,21,Shared
Ppp3ca,Pcsk5,1,1,1,0,WT_specific
Pigv,Carf,1,1,1,0,WT_specific
Smpdl3a,Gal3st3,0,1,0,2,AD_specific
Tanc2,Cep85l,1,1,0,1,AD_specific
Uros,Ddr1,1,1,1,0,WT_specific
Gm8229,Gm8220,1,1,22,8,Shared
Stxbp5l,Phka2,1,1,16,0,WT_specific
Pcdh15,Itgb4,1,0,1,0,WT_specific
Mkln1,Ank3,1,1,0,5,AD_specific
Zfyve28,Aig1,1,1,6,1,Shared
Rtbdn,Deaf1,1,1,1,0,WT_specific
Khdrbs2,Grip1,1,1,31,61,Shared
Rasa2,Gm36722,1,0,1,0,WT_specific
Mgl2,Grk4,1,1,2,1,Shared
Vps13c,Hoxc9,1,1,1,0,WT_specific
Pcmtd1,Gramd1b,1,1,1,0,WT_specific
Hsd17b6,Dlgap4,0,1,0,2,AD_specific
Tafa5,Fhl1,1,1,1,0,WT_specific
Xrn1,Rnf169,1,1,11,27,Shared
Snapc3,Rere,1,1,0,17,AD_specific
Stag1,Hexdc,1,1,0,2,AD_specific
Thra,Fbxw4,1,1,0,1,AD_specific
Xpnpep1,Lmbr1,1,1,19,0,WT_specific
Pibf1,Phactr1,1,1,0,4,AD_specific
Lzic,Dennd2c,1,1,0,1,AD_specific
Fam161b,Aktip,1,1,1,0,WT_specific
Zc3h12b,Strbp,1,1,4,3,Shared
Stx1b,Akna,1,0,1,0,WT_specific
Ptpn12,Gxylt2,1,1,0,1,AD_specific
Synj2bp,Syne1,1,1,405,565,Shared
Magi2,Cxxc4,1,1,2,0,WT_specific
Zbtb1,Lrrc61,1,1,4,0,WT_specific
Il1rn,Armc8,1,0,1,0,WT_specific
Pwwp2a,Pramel46,0,1,0,1,AD_specific
Vinac1,Magt1,1,1,1,0,WT_specific
Tuba8,Brd4,1,1,0,1,AD_specific
Rftn2,Fmn2,1,1,3,0,WT_specific
Brip1,Acadm,1,1,7,0,WT_specific
Kcnh7,Fbxl17,1,1,30,17,Shared
Prorsd1,Gcnt7,1,1,5,0,WT_specific
Fscn3,A1cf,1,1,1,1,Shared
Hus1,Ctcfl,1,1,0,1,AD_specific
Trim12c,Prkce,1,1,2,0,WT_specific
Zfp11,Elovl7,1,1,2,0,WT_specific
Dgkd,Csrnp3,1,1,0,2,AD_specific
Xkrx,Osbpl10,1,1,1,0,WT_specific
Nrros,LOC118568307,1,1,18,38,Shared
Lhx5,Aifm2,1,1,0,1,AD_specific
Tenm3,Tafa5,1,1,7,0,WT_specific
Gm52217,Ccnd2,1,0,3,0,WT_specific
Nf2,Me3,1,1,13,0,WT_specific
Vmn2r1,Trat1,1,1,1,0,WT_specific
Zfp248,Neto1,1,1,1,0,WT_specific
B230307C23Rik,2210408I21Rik,1,1,0,10,AD_specific
Anxa9,Agtrap,1,1,0,1,AD_specific
Wbp1l,Phf24,1,0,1,0,WT_specific
Prdm9,4930402H24Rik,1,1,1,0,WT_specific
Mdm2,Cfap99,1,1,0,4,AD_specific
Kalrn,Gfod2,1,1,185,0,WT_specific
Mad1l1,Il12rb2,1,1,1,13,Shared
Duxbl1,Dlgap4,1,1,0,2,AD_specific
Trim56,Spock2,1,1,0,1,AD_specific
Wdr34,Rapgef2,1,1,0,1,AD_specific
Map2k5,Gpr174,1,1,0,1,AD_specific
Gm14322,Eif2s3y,1,1,1,0,WT_specific
Tmppe,Cdkl2,1,1,0,3,AD_specific
Cdyl2,AU022252,1,1,1,0,WT_specific
Rcc1l,Appl2,1,0,1,0,WT_specific
Xpo4,S100a3,1,1,1,0,WT_specific
Hdac4,Celf2,1,1,0,4,AD_specific
Epha5,Atxn3,1,1,0,3,AD_specific
Mest,Gtdc1,1,1,0,18,AD_specific
Xiap,Glrx2,1,1,1,0,WT_specific
Mfsd2b,Ctbp2,1,1,0,2,AD_specific
Zfp422,Wdfy3,1,1,0,1,AD_specific
Npr3,Grip1,1,1,6,4,Shared
Ldlrad4,Cdk12,1,1,1,2,Shared
Kif26b,Fgf13,1,1,1,1,Shared
Tigd3,Rnf125,1,1,4,0,WT_specific
Zswim8,Vars,1,1,0,1,AD_specific
Mllt3,Col11a2,0,1,0,1,AD_specific
Kif21a,Cck,1,1,1,0,WT_specific
Zfp874b,Parp6,1,1,1,0,WT_specific
Tanc2,Magt1,1,1,0,1,AD_specific
Psg16,Inf2,1,1,1,0,WT_specific
Gm41099,Gm21698,1,1,1,0,WT_specific
Dlg1,Cenpq,1,1,0,2,AD_specific
Tnfrsf14,Irak2,1,1,0,5,AD_specific
Stxbp4,Ggps1,1,1,5,5,Shared
Nipal4,Aasdh,1,0,2,0,WT_specific
Gm21119,Clec4a2,1,1,21,18,Shared
Rimbp2,Cdkl3,1,1,1,0,WT_specific
Arpp21,Aig1,1,0,1,0,WT_specific
Gm5784,Dcun1d1,1,1,1,0,WT_specific
Klhl32,Ecd,1,1,1,0,WT_specific
St8sia1,Spata13,1,1,0,7,AD_specific
Tprkb,Fars2,1,1,1,0,WT_specific
Tprkb,Mrtfb,1,1,2,0,WT_specific
Tenm3,Pip4k2b,1,1,1,0,WT_specific
Mterf1b,Igsf10,1,1,0,5,AD_specific
Prkag3,Fgf14,1,1,1,0,WT_specific
Hs3st2,Cdh18,1,1,0,1,AD_specific
Cpox,Acad9,1,1,0,1,AD_specific
Maco1,Eci2,1,0,3,0,WT_specific
Frmd4a,Comt,1,1,1,0,WT_specific
Zfp248,Gpr149,1,0,3,0,WT_specific
Zfyve9,Cd55,1,1,2,0,WT_specific
Zfp689,Tacr1,1,1,1,0,WT_specific
Zfp950,Zfp512b,1,0,5,0,WT_specific
Rnf168,Dysf,1,1,1,0,WT_specific
Ino80,6030458C11Rik,1,1,1,0,WT_specific
Zfp316,Neto1,1,1,7,0,WT_specific
Rab2a,Adamts2,1,1,1,0,WT_specific
Plekhb2,Mdp1,0,1,0,1,AD_specific
Tacr1,Bdp1,1,1,1,0,WT_specific
Slc3a2,Riok3,1,1,0,1,AD_specific
Mest,Ephb2,1,1,0,2,AD_specific
Txnl4a,Gnb1l,1,1,0,1,AD_specific
Eif2ak2,Ces2f,1,1,10,14,Shared
Zfp202,Nup160,1,1,1,0,WT_specific
Mmp19,Dennd6a,1,1,1,0,WT_specific
Hexdc,Fnip2,1,1,54,85,Shared
Fbxw4,Elovl7,1,1,1,0,WT_specific
Rere,Pum3,1,1,1,0,WT_specific
Zbtb25,Spc24,1,1,0,3,AD_specific
Plppr5,Azin1,1,1,0,1,AD_specific
Rexo5,Mbd4,1,1,54,0,WT_specific
Xkr4,Ggps1,1,1,1,0,WT_specific
Naaladl1,Kif24,1,1,0,3,AD_specific
LOC118568662,Csf2ra,1,1,1,0,WT_specific
Rp2,Msantd2,1,1,0,1,AD_specific
Pxmp4,Fbxl17,1,1,0,1,AD_specific
Zfp771,Wnk3,1,1,3,0,WT_specific
Map2,Gphn,1,1,1,0,WT_specific
Myo5a,Efcab8,1,1,5,0,WT_specific
Bloc1s2,Ap4s1,1,1,1,0,WT_specific
Trim9,Cdh19,1,1,16,0,WT_specific
S100a7a,Grik5,1,1,2,0,WT_specific
Rab2a,Clasp1,1,1,0,2,AD_specific
Cert1,Abcd4,1,1,1,0,WT_specific
Rora,Alpk1,1,1,7,0,WT_specific
Rapgef4,Rab27b,1,1,1,0,WT_specific
Paxbp1,Camk1d,1,0,2,0,WT_specific
Zbtb8os,Scamp5,1,1,1,0,WT_specific
Tigit,Tbxas1,1,1,0,2,AD_specific
Tcf7l1,Gm32234,1,1,0,1,AD_specific
Zfp617,Gapdh,1,1,0,1,AD_specific
Jmjd1c,Dnajc21,1,1,0,1,AD_specific
Pacs2,Ctif,1,1,1,0,WT_specific
Rpl27,Dlgap4,1,1,0,1,AD_specific
Sorcs2,Clec16a,1,1,18,0,WT_specific
Ripor2,Cyp2j6,1,1,0,1,AD_specific
Ncoa7,Fgf11,1,1,0,1,AD_specific
Pttg1,Jarid2,1,1,1,0,WT_specific
Gsap,Cntnap5c,1,1,8,0,WT_specific
Ptprt,Foxg1,1,0,2,0,WT_specific
Syt12,Lrrc7,1,1,0,1,AD_specific
Ube2w,Pigr,1,1,2,0,WT_specific
St3gal6,Mcmdc2,1,1,19,0,WT_specific
Rnasel,Akap10,1,1,1,0,WT_specific
Sox6,Rgs20,1,1,1,3,Shared
Wdcp,4930447C04Rik,1,1,1,0,WT_specific
St3gal4,Rps27,0,1,0,6,AD_specific
Dnm3,Def8,1,1,0,1,AD_specific
Gmpr2,Gm4841,1,1,4,0,WT_specific
Zkscan2,Zfp277,1,1,26,19,Shared
Snx24,Dynlt1a,1,1,1,0,WT_specific
Gpr149,Evc,1,0,4,0,WT_specific
Ppargc1a,Lzic,1,1,3,16,Shared
Fyn,Cdh7,1,1,0,1,AD_specific
Homez,Gas2l3,1,1,0,1,AD_specific
Pou1f1,0610030E20Rik,1,1,10,9,Shared
Tnks2,Stox2,1,1,4,5,Shared
Trim27,Kat6b,1,1,1,0,WT_specific
Stox2,Nos1,1,1,0,1,AD_specific
Ube2d3,Gpr35,1,1,0,12,AD_specific
Tuba1b,Pdik1l,1,1,18,5,Shared
Tmem241,LOC118568567,1,1,0,1,AD_specific
Socs4,Hacd2,1,1,0,2,AD_specific
Pou2f2,Hoxd11,1,1,0,1,AD_specific
Ttll9,Slc25a42,1,1,1,1,Shared
Wdfy2,Hfe,1,1,1,0,WT_specific
Spred2,Rngtt,1,1,0,1,AD_specific
Tmem135,Crppa,1,1,11,0,WT_specific
Zfp697,Arhgap39,1,1,17,0,WT_specific
Zfp65,Myo5a,1,1,201,589,Shared
Smok3b,Smok2b,1,1,2,1,Shared
Rtkn2,Neurl3,1,1,0,10,AD_specific
Uncx,Nrros,1,1,1,0,WT_specific
Rufy3,Frmd4a,1,1,1,0,WT_specific
Lrrc7,Klk14,1,1,5,2,Shared
Tenm3,Hmgcll1,1,1,15,17,Shared
Zfp780b,Cyria,1,1,27,5,Shared
Wipf2,Pclo,1,1,1,0,WT_specific
Sec24d,Ncapd2,1,1,2,0,WT_specific
Kirrel3,Arih2,1,1,0,5,AD_specific
Smco1,Rpusd1,1,1,0,1,AD_specific
Smg9,Mrpl27,1,1,0,1,AD_specific
Gm14391,Chd1l,1,1,0,1,AD_specific
Rpl21,Gm5459,1,1,0,2,AD_specific
Nr2e1,Lztr1,1,1,0,1,AD_specific
Tmem245,Cntfr,1,0,1,0,WT_specific
Zkscan2,Kansl1l,1,1,2,0,WT_specific
Otud7a,Abca6,1,1,0,1,AD_specific
Tmem220,Rab30,1,1,0,1,AD_specific
Arf3,App,1,1,0,1,AD_specific
Tpmt,Ino80,1,1,0,1,AD_specific
Tmem106c,Cxcr2,1,1,4,0,WT_specific
Nudt7,Cntnap5a,1,0,2,0,WT_specific
Xrn1,Itgb1bp2,1,1,1,0,WT_specific
Igf2,Cd4,1,0,1,0,WT_specific
Tenm3,Gm17768,1,1,195,236,Shared
Rpl29,Paox,1,1,2,0,WT_specific
Uhrf1bp1l,Itgb1bp2,1,1,6,0,WT_specific
Nhsl1,Cyp19a1,1,0,1,0,WT_specific
Syne1,H2ab3,0,1,0,1,AD_specific
Zfp446,Zdhhc21,1,1,1,0,WT_specific
Trim65,Gm41408,1,1,1,1,Shared
Kalrn,Adat1,1,1,70,0,WT_specific
Nipal2,Fbxo48,1,1,0,8,AD_specific
Slc25a41,Nipsnap1,1,0,3,0,WT_specific
Srpx2,Slitrk4,0,1,0,1,AD_specific
Lpl,Gvin3,1,1,0,3,AD_specific
Wdr33,Polr3gl,1,1,0,1,AD_specific
Zic1,Slc25a42,1,1,0,2,AD_specific
Gm38418,Gm3095,1,1,1,13,Shared
Pappa2,Dvl3,1,0,1,0,WT_specific
Gm52229,4932411N23Rik,1,1,0,3,AD_specific
Rab3c,Emp2,1,1,0,3,AD_specific
Spc24,Foxj3,1,1,1,0,WT_specific
Sim1,Nrp2,1,1,0,1,AD_specific
Phka2,Gm3636,1,1,9,0,WT_specific
Ifi203,Fgf13,1,1,1,1,Shared
Cpsf2,Ckap5,1,1,5,0,WT_specific
Naaladl1,Mrpl14,1,1,1,0,WT_specific
Dnaaf4,9430038I01Rik,1,1,1,0,WT_specific
Rpap3,Plekhb2,1,0,1,0,WT_specific
Tfcp2,Slc38a11,1,1,0,1,AD_specific
Ppm1h,Fbxo25,1,1,0,1,AD_specific
Slc25a51,Mrpl27,1,1,3,0,WT_specific
Gpc6,Astn1,1,1,2,8,Shared
Cntnap2,Arih2,1,1,4,1,Shared
Rnf150,Amotl1,1,0,1,0,WT_specific
Iffo2,Egflam,1,1,0,1,AD_specific
Gm52512,Gm46290,1,1,0,1,AD_specific
Tigit,Cntnap5b,1,1,3,0,WT_specific
Prkcz,Best3,1,1,1,1,Shared
Nos1,Hs3st2,1,1,0,1,AD_specific
Rpl27a-ps4,Mrpl4,1,1,0,1,AD_specific
Tshz3,Fgf10,1,1,1,0,WT_specific
Vangl2,Cyb5r3,1,1,1,0,WT_specific
Slc25a42,Gm29776,1,1,9,2,Shared
Dmtf1,C330007P06Rik,1,1,0,1,AD_specific
Tnfsf10,Duxbl1,1,1,1,0,WT_specific
Utp23,Nckap5,1,1,8,1,Shared
Saa4,C5ar2,1,0,2,0,WT_specific
Gmeb2,Ftcd,1,1,1,0,WT_specific
Tnks2,Slc25a30,1,1,1,0,WT_specific
Nav3,Myoz3,1,1,0,1,AD_specific
Trat1,Chd9,1,1,117,75,Shared
Htr4,Atf7ip,1,1,0,3,AD_specific
Ttll9,Lpl,1,1,21,0,WT_specific
Trdmt1,Tafa3,1,1,0,1,AD_specific
Inpp4b,Gm52229,1,1,2,0,WT_specific
Dzip1,Btbd9,1,1,1,0,WT_specific
LOC118568032,LOC118567621,1,1,2,4,Shared
Ppcdc,Gm2396,1,1,4,0,WT_specific
Foxj3,AW554918,1,1,0,2,AD_specific
Pmvk,Ermard,1,1,1,0,WT_specific
Plscr3,Gm4841,1,1,2,0,WT_specific
Itgb1bp2,Gm17768,1,1,12,21,Shared
Tbxa2r,Cox18,0,1,0,1,AD_specific
Vmn2r32,Tmem74b,1,1,0,1,AD_specific
Ppcdc,Crisp4,1,1,7,0,WT_specific
Tmem69,Armc7,1,1,2,0,WT_specific
Rnf152,Pard3b,1,1,1,0,WT_specific
Knstrn,Elavl4,1,0,1,0,WT_specific
Runx3,Kif26b,1,1,0,4,AD_specific
Myo9b,Gpc6,1,1,1,0,WT_specific
Ybey,9930111J21Rik1,1,1,8,1,Shared
Fam205a4,Dmtf1,1,1,3,0,WT_specific
Zfp39,Vps35l,1,0,2,0,WT_specific
Gcdh,Cluap1,1,1,18,0,WT_specific
Polm,Cntn5,1,1,6,0,WT_specific
Plxdc2,Asap2,1,1,14,19,Shared
LOC115488470,Cep295,1,1,2,0,WT_specific
Mindy3,Cacng2,1,1,4,0,WT_specific
Slc35a1,Ms4a6c,1,1,1,0,WT_specific
Sema6d,Adat1,1,1,1,0,WT_specific
Fcamr,Csmd3,1,1,1,1,Shared
Slc10a7,Gm41607,1,1,10,20,Shared
F10,Cnnm2,1,1,0,2,AD_specific
Gm3373,Gm2974,1,1,0,3,AD_specific
Zbtb21,Ptpre,1,0,2,0,WT_specific
Tfb1m,Rab42,1,1,1,0,WT_specific
Spc24,Luc7l2,1,1,2,0,WT_specific
Pdxk,9330159F19Rik,1,1,1,0,WT_specific
Ncl,Mre11a,1,1,0,1,AD_specific
Plcb1,Eef2k,1,1,1,0,WT_specific
Cacng4,Atg4c,1,1,0,1,AD_specific
Gm9758,Gm17019,1,1,0,1,AD_specific
N4bp2,Mzt1,1,1,1,0,WT_specific
Washc1,Arhgef37,1,1,2,0,WT_specific
Ociad1,Ikbkg,1,1,0,1,AD_specific
Lrrc4c,Cxcr2,1,1,0,3,AD_specific
Wasf3,Cdk7,1,1,1,0,WT_specific
Ppp1r14c,Hdac8,1,1,2,0,WT_specific
Msl3,Foxg1,1,0,1,0,WT_specific
Mrpl27,Crip3,1,1,6,0,WT_specific
Lmbr1,LOC115488470,1,1,0,1,AD_specific
D130037M23Rik,Chd9,1,1,1,0,WT_specific
Iqsec1,Ano6,1,0,1,0,WT_specific
Cramp1l,Abt1,1,1,1,0,WT_specific
Zdhhc8,Dnajb14,1,1,0,1,AD_specific
Lrrtm4,Cyp4x1,1,1,60,35,Shared
Zfp516,Hspb11,1,1,0,3,AD_specific
Mok,Loxl2,1,1,0,2,AD_specific
Tmem45b,Gm8290,1,1,0,2,AD_specific
Wdr33,Gipr,1,1,0,2,AD_specific
Paox,Olfr613,1,1,18,26,Shared
Wdr20,Itpk1,1,0,1,0,WT_specific
Luc7l2,Acmsd,1,1,1,0,WT_specific
Pde10a,E2f3,1,1,29,24,Shared
Tbl3,Ncapd3,1,1,1,0,WT_specific
St8sia4,Lrrc7,1,1,60,67,Shared
Lmbr1,4933428G20Rik,1,1,0,2,AD_specific
Gm17149,Frmd4a,1,1,1,0,WT_specific
Nav3,Gm13770,1,1,1,0,WT_specific
LOC118568281,Hmmr,1,1,0,2,AD_specific
Tifab,Chd9,1,0,2,0,WT_specific
Jmjd4,Cntnap2,1,1,0,1,AD_specific
Dyrk1b,Cpne3,1,1,11,0,WT_specific
Il12rb2,Dkk1,1,1,1,0,WT_specific
Magi2,Jakmip1,1,0,1,0,WT_specific
Dvl3,Dkk1,1,1,0,1,AD_specific
Zup1,Khdrbs2,1,1,0,10,AD_specific
Spred2,Gpatch8,1,1,0,1,AD_specific
Lamc3,Grin3a,1,1,1,6,Shared
Ttc28,Hexdc,1,1,2,0,WT_specific
Scamp5,Gab1,1,1,1,0,WT_specific
Mro,Fgf13,1,1,0,1,AD_specific
Spc24,D130037M23Rik,1,1,0,1,AD_specific
Ubn2,Rtkn2,1,0,1,0,WT_specific
Pde4d,Erc1,1,1,1,0,WT_specific
Dgkz,Btrc,1,1,15,0,WT_specific
Nav3,Il2ra,1,1,4,0,WT_specific
Rpl7a,Gm12712,1,1,2,3,Shared
Tead1,Cd22,1,1,0,1,AD_specific
LOC118568343,Fmo1,1,1,0,2,AD_specific
Gpatch11,Cd22,1,1,0,1,AD_specific
Gm3476,Gm3239,1,1,1,1,Shared
Kctd14,Gcdh,1,1,0,1,AD_specific
Tyr,Gask1a,1,1,1,0,WT_specific
Kcnq5,B4galt6,1,1,0,1,AD_specific
Zfp948,Xiap,1,1,0,1,AD_specific
Fars2,Dlg1,1,1,0,1,AD_specific
Minar1,Gstp-ps,1,1,0,9,AD_specific
Zfp874b,Zc3h14,1,1,1,0,WT_specific
Slitrk4,LOC118568645,1,1,0,1,AD_specific
Gm3667,Gm3636,1,1,0,1,AD_specific
Mau2,Egflam,1,1,0,1,AD_specific
Zfp202,Me3,1,1,16,7,Shared
Ndufaf6,Fblim1,0,1,0,1,AD_specific
Nr2f2,Frem2,1,0,1,0,WT_specific
Nyx,Kcnip4,1,1,4,0,WT_specific
Zfp825,LOC115488130,1,1,2,5,Shared
Cluap1,Cdk17,1,1,3,0,WT_specific
Eapp,Ctbp2,1,1,0,2,AD_specific
Myt1,Atad2b,1,1,6,0,WT_specific
Nipal4,App,1,0,1,0,WT_specific
Nxpe3,Hlcs,1,1,0,26,AD_specific
Iqsec3,Cacna2d4,1,1,4,0,WT_specific
Negr1,2210408I21Rik,1,1,16,6,Shared
LOC100504180,Gm4981,1,1,1,0,WT_specific
Fmn2,Fam81a,1,1,0,1,AD_specific
LOC118568645,Bcl2l15,1,1,2,0,WT_specific
Ppm1h,Cntnap2,1,1,1,0,WT_specific
Trio,Scn11a,0,1,0,5,AD_specific
Wdr64,Suds3,1,1,1,0,WT_specific
Six2,Otud7a,1,1,3,0,WT_specific
9930021J03Rik,1810020O05Rik,1,1,17,0,WT_specific
Uevld,Cldn34c1,1,1,17,27,Shared
Rab2a,Gm10015,1,1,0,2,AD_specific
